avg_iptm	
avg_ptm	avg_ligand_fls2_iptm	
avg_ligand_coreceptor_iptm	
avg_ligand_pae_min_fls2	
avg_ligand_pae_min_coreceptor	
sum_of_chain_pair_iptm	
sum_of_chain_pair_pae_min	
avg_binary_iptm	avg_binary_ptm
